# Dominican republic Mencia pasture succession and Aceitillar morphometic data,,,,,,,,
"# Original file ""Mencia body cond site pers indivs.xls"" was received from Steve Latta via meail and saved as a workding  .csv file on 2/5/2018.
",,,,,,,,
"# Original .xls file password proteted; password = ""final""  all lower case",,,,,,,,
"# This file only contains wing and mass data for ""site persistent"" individuals as scored by SL latta",,,,,,,,
"# See  file ""All Mencia B.xls"" for SL's original site persistence data (capture histories in wide formake",,,,,,,,
# Files processed by Nathan Brouwer in R for re-submission of manuscript 2/5/2018,,,,,,,,
# Note that morphometic data occurs in other spreadsheets but usually not all years are available; this also include Mencia AND Aceitillliar,,,,,,,,
spp.code,age,sex,site,date.cap.org,wing,tarsus,mass,site.age
CMWA,HY,M,Caoba,14-Nov-04,65,18.1,8.4,5yr
CMWA,AHY,M,Caoba,16-Dec-05,65,18.6,8.9,5yr
CMWA,AHY,M,Caoba,12-Jan-07,66.5,18.7,9,5yr
CMWA,AHY,M,Caoba,17-Jan-06,66,18.7,9.4,5yr
CMWA,AHY,M,Caoba,9-Jan-05,69,18.4,9.3,5yr
CMWA,HY,M,Caoba,12-Nov-04,67.5,18.5,9.5,5yr
CMWA,AHY,M,Caoba,15-Feb-06,63,17.7,9.2,5yr
CMWA,HY,M,Caoba,11-Nov-03,64.5,17.4,9.1,5yr
CMWA,AHY,M,Caoba,11-Nov-03,68.5,18.3,9.6,5yr
CMWA,AHY,M,Caoba,27-Nov-06,68,18.8,9.9,5yr
CMWA,AHY,M,Caoba,18-Dec-05,65.5,17.8,9.4,5yr
CMWA,AHY,M,Caoba,14-Nov-04,68.5,18.1,9.6,5yr
CMWA,HY,M,Caoba,15-Nov-04,67,17.1,9.1,5yr
CMWA,HY,M,Caoba,13-Nov-04,66,17.5,9.5,5yr
CMWA,AHY,M,Caoba,17-Jan-06,65.5,18.5,10.1,5yr
CMWA,AHY,M,Caoba,22-Feb-04,64,17,9.4,5yr
CMWA,AHY,M,Caoba,21-Feb-04,66,18,10.5,5yr
CMWA,AHY,M,Caoba,21-Feb-04,65,17.8,14.2,5yr
CMWA,HY,F,Corral,13-Nov-03,64.5,17.9,8.6,20yr
CMWA,AHY,F,Corral,26-Feb-04,65,17.5,8.9,20yr
CMWA,AHY,M,Corral,19-Feb-05,70.5,18,9.2,20yr
CMWA,AHY,M,Corral,25-Feb-04,65.5,17.7,9.8,20yr
CMWA,HY,F,Cueva,8-Nov-04,64.5,18.5,8.5,2yr
CMWA,HY,F,Cueva,9-Nov-04,63,18.9,8.7,2yr
CMWA,HY,F,Cueva,13-Jan-06,64.5,17.6,8.4,2yr
CMWA,HY,F,Cueva,19-Feb-04,63,17.9,8.6,2yr
CMWA,HY,F,Cueva,9-Nov-04,63,17.8,8.6,2yr
CMWA,AHY,F,Cueva,18-Feb-07,65,17.9,8.8,2yr
CMWA,AHY,F,Cueva,8-Nov-04,66.5,18.9,9.3,2yr
CMWA,HY,F,Cueva,8-Nov-04,64,17.2,8.5,2yr
CMWA,HY,F,Cueva,4-Jan-05,62,17.4,8.6,2yr
CMWA,HY,F,Cueva,8-Nov-04,62.5,18,8.9,2yr
CMWA,HY,F,Cueva,9-Nov-04,65,18.8,9.3,2yr
CMWA,HY,F,Cueva,20-Feb-04,65,18.2,9.1,2yr
CMWA,HY,F,Cueva,8-Nov-03,61.5,18.5,9.3,2yr
CMWA,HY,F,Cueva,13-Dec-05,63.5,18.1,9.1,2yr
CMWA,AHY,F,Cueva,12-Nov-04,63.5,17.9,9.2,2yr
CMWA,AHY,F,Cueva,18-Feb-04,63.5,18.4,9.6,2yr
CMWA,AHY,F,Cueva,10-Nov-04,63,17.9,9.5,2yr
CMWA,HY,F,Cueva,8-Jan-05,63.5,17.3,9.2,2yr
CMWA,AHY,F,Cueva,18-Feb-04,64,18.4,9.8,2yr
CMWA,AHY,F,Cueva,4-Jan-04,64,18.1,9.8,2yr
CMWA,HY,F,Cueva,12-Jan-06,63,17.5,9.5,2yr
CMWA,HY,F,Cueva,5-Jan-05,63.5,18.2,9.9,2yr
CMWA,AHY,F,Cueva,18-Feb-04,66.5,18,9.9,2yr
CMWA,HY,F,Cueva,4-Feb-05,63.5,17.5,9.8,2yr
CMWA,AHY,F,Cueva,10-Nov-04,64,17.3,9.7,2yr
CMWA,AHY,M,Cueva,9-Jan-07,65.5,18.3,9.1,2yr
CMWA,AHY,M,Cueva,14-Feb-07,63.5,17.9,9,2yr
CMWA,AHY,M,Cueva,14-Nov-05,65.5,18.9,9.8,2yr
CMWA,AHY,M,Cueva,10-Jan-07,65.5,18,9.5,2yr
CMWA,HY,M,Cueva,4-Feb-05,66,17.4,9.2,2yr
CMWA,AHY,M,Cueva,11-Nov-04,69.5,17.2,9.2,2yr
CMWA,AHY,M,Cueva,12-Jan-06,62,17.1,9.2,2yr
CMWA,AHY,M,Cueva,18-Feb-04,69.5,18.5,10,2yr
CMWA,AHY,M,Cueva,19-Feb-04,66.5,18.1,9.8,2yr
CMWA,HY,M,Cueva,8-Nov-04,66.5,17.8,9.8,2yr
CMWA,AHY,M,Cueva,8-Nov-04,69,18.5,10.3,2yr
CMWA,AHY,M,Cueva,12-Nov-05,69,18.3,10.9,2yr
CMWA,AHY,F,Morelia,23-Nov-03,64.5,18.8,8.8,10yr
CMWA,HY,F,Morelia,8-Jan-04,65,18.2,8.7,10yr
CMWA,AHY,F,Morelia,23-Nov-03,64.5,17.1,8.5,10yr
CMWA,HY,F,Morelia,8-Jan-04,63.5,18.1,9,10yr
CMWA,HY,F,Morelia,23-Nov-03,63.5,19.1,9.5,10yr
CMWA,HY,F,Morelia,23-Feb-04,63,18.4,9.8,10yr
CMWA,AHY,F,Morelia,14-Feb-05,65.5,17.6,9.5,10yr
CMWA,HY,M,Morelia,8-Jan-04,66,18.3,8.6,10yr
CMWA,AHY,M,Morelia,14-Jan-05,65.5,18.4,9.6,10yr
CMWA,AHY,M,Morelia,23-Nov-03,67.5,18.3,9.6,10yr
CMWA,AHY,M,Morelia,16-Nov-04,71.5,18.6,10.1,10yr
CMWA,AHY,M,Morelia,16-Jan-05,68,18.2,9.9,10yr
CMWA,HY,M,Morelia,17-Nov-04,67,18.6,10.2,10yr
CMWA,HY,,Morelia,21-Nov-03,68,17.4,8.4,10yr
CMWA,HY,,Morelia,22-Nov-03,67.5,18.1,9.8,10yr
CMWA,HY,,Morelia,21-Nov-03,66,17.6,10.3,10yr
GABU,HY,F,Aceitillar,1-Feb-97,66,,19.1,Aceitillar
GABU,HY,F,Aceitillar,1-Feb-97,68,,18.7,Aceitillar
GABU,AHY,F,Aceitillar,111496,69,19.4,18.3,Aceitillar
GABU,AHY,F,Aceitillar,112096,69,22.6,20.6,Aceitillar
GABU,AHY,F,Aceitillar,15-Jan-94,72,22.7,19.9,Aceitillar
GABU,AHY,F,Aceitillar,16-Jan-94,68,22.3,18.7,Aceitillar
GABU,AHY,F,Aceitillar,16-Jan-94,68,21.1,18.7,Aceitillar
GABU,AHY,F,Aceitillar,16-Jan-94,69,23,8.3,Aceitillar
GABU,AHY,F,Aceitillar,16-Jan-94,69,22.9,18.7,Aceitillar
GABU,AHY,F,Aceitillar,17-Jan-92,71,23.7,18.8,Aceitillar
GABU,AHY,F,Aceitillar,20-Jan-94,71,23.2,19.2,Aceitillar
GABU,AHY,F,Aceitillar,21-Jan-94,69,23.4,18.2,Aceitillar
GABU,AHY,F,Aceitillar,21-Jan-94,69,23.1,18,Aceitillar
GABU,AHY,F,Aceitillar,21-Jan-94,69,23.2,19.2,Aceitillar
GABU,AHY,F,Aceitillar,21-Jan-94,70,22.5,19.6,Aceitillar
GABU,AHY,F,Aceitillar,21-Jan-94,68,23.5,19.9,Aceitillar
GABU,AHY,F,Aceitillar,30697,70,22.5,19.7,Aceitillar
GABU,AHY,F,Aceitillar,30697,68,22.4,19.1,Aceitillar
GABU,AHY,F,Aceitillar,30697,66,22.6,19,Aceitillar
GABU,AHY,F,Aceitillar,30797,65,23.2,17.8,Aceitillar
GABU,HY,F,Aceitillar,30797,69.5,21.1,18.4,Aceitillar
GABU,AHY,F,Aceitillar,30797,68,22.3,17.7,Aceitillar
GABU,AHY,F,Aceitillar,31097,70,22.2,19.6,Aceitillar
GABU,AHY,F,Aceitillar,31097,68.5,21.3,18.3,Aceitillar
GABU,AHY,F,Aceitillar,31097,69.5,23.4,21,Aceitillar
GABU,AHY,F,Aceitillar,31097,73,21.9,20.3,Aceitillar
GABU,AHY,F,Aceitillar,31097,70,22.8,18.4,Aceitillar
GABU,AHY,F,Aceitillar,31097,68.5,22.4,17.7,Aceitillar
GABU,AHY,F,Aceitillar,31097,67,22.8,16.7,Aceitillar
GABU,HY,F,Aceitillar,31197,65.5,22.6,17.3,Aceitillar
GABU,HY,F,Aceitillar,31197,67,22.6,17.2,Aceitillar
GABU,AHY,F,Aceitillar,31197,71,20.2,20.2,Aceitillar
GABU,AHY,F,Aceitillar,31197,65,21.2,18.7,Aceitillar
GABU,AHY,F,Aceitillar,31297,70,23,22.5,Aceitillar
GABU,AHY,F,Aceitillar,8-Nov-93,69,23.6,20.6,Aceitillar
GABU,AHY,F,Aceitillar,8-Nov-93,67.5,20.9,17.6,Aceitillar
GABU,AHY,F,Aceitillar,9-Nov-93,69,22.8,19.4,Aceitillar
GABU,AHY,F,Aceitillar,9-Nov-93,67.5,21.3,17,Aceitillar
GABU,AHY,F,Aceitillar,9-Nov-93,70.5,23.4,18.7,Aceitillar
GABU,AHY,F,Aceitillar,9-Nov-93,69,21.6,18.4,Aceitillar
GABU,AHY,F,Aceitillar,9-Nov-93,69.5,22.2,20.4,Aceitillar
GABU,AHY,F,Aceitillar,10-Nov-93,72,23.4,20.5,Aceitillar
GABU,AHY,F,Aceitillar,10-Nov-93,68.5,,17.8,Aceitillar
GABU,AHY,F,Aceitillar,11-Nov-93,67.5,22.9,18.6,Aceitillar
GABU,AHY,F,Aceitillar,11-Nov-93,67.5,22.3,20,Aceitillar
GABU,AHY,F,Aceitillar,11-Nov-93,68,21.3,18.1,Aceitillar
GABU,AHY,F,Aceitillar,12-Nov-93,70.5,22.5,20.3,Aceitillar
GABU,AHY,F,Aceitillar,12497,66,21.2,16,Aceitillar
GABU,AHY,F,Aceitillar,4-Mar-94,68,20.8,16.9,Aceitillar
GABU,AHY,F,Aceitillar,4-Mar-94,70,22.6,18.2,Aceitillar
GABU,AHY,F,Aceitillar,7-Mar-94,68,22.9,18.1,Aceitillar
GABU,AHY,F,Aceitillar,8-Mar-94,71,22.9,18.8,Aceitillar
GABU,AHY,F,Aceitillar,8-Mar-94,68,23.2,19,Aceitillar
GABU,AHY,F,Aceitillar,1/16/1995,71,,19.5,Aceitillar
GABU,HY,F,Aceitillar,1/16/1995,68.5,,22,Aceitillar
GABU,AHY,F,Aceitillar,1/27/1995,68,,18.7,Aceitillar
GABU,AHY,F,Aceitillar,1/28/1995,65.5,,17.7,Aceitillar
GABU,AHY,F,Aceitillar,1/28/1995,68,,17.2,Aceitillar
GABU,AHY,F,Aceitillar,1/29/1995,71,,17.9,Aceitillar
GABU,HY,F,Aceitillar,1/22/1996,67.5,20.4,16.9,Aceitillar
GABU,HY,F,Aceitillar,1/22/1996,68.5,22.4,18,Aceitillar
GABU,HY,F,Aceitillar,1/22/1996,63.5,22.3,15.9,Aceitillar
GABU,HY,F,Aceitillar,1/23/1996,67.5,23,18.7,Aceitillar
GABU,HY,F,Aceitillar,1/23/1996,67,22.8,18.1,Aceitillar
GABU,HY,F,Aceitillar,1/23/1996,69,23,17.8,Aceitillar
GABU,AHY,F,Aceitillar,1/24/1996,71,22.9,18.4,Aceitillar
GABU,HY,F,Aceitillar,1/25/1996,65,21.9,17.1,Aceitillar
GABU,HY,F,Aceitillar,1/25/1996,67.5,22.2,18.3,Aceitillar
GABU,HY,F,Aceitillar,1/25/1996,65,22.5,17.6,Aceitillar
GABU,HY,F,Aceitillar,1/25/1996,66.5,21.9,17.5,Aceitillar
GABU,AHY,F,Aceitillar,1/25/1996,69.5,23.9,18.3,Aceitillar
GABU,AHY,F,Aceitillar,1/26/1996,65,21.4/19.2,15.7,Aceitillar
GABU,HY,F,Aceitillar,30-Jan-97,69,20.9,18.1,Aceitillar
GABU,AHY,F,Aceitillar,31-Jan-97,69.5,,17.4,Aceitillar
GABU,HY,F,Aceitillar,31-Jan-97,69,21.6,17.3,Aceitillar
GABU,AHY,F,Aceitillar,31-Jan-97,68,,19.3,Aceitillar
GABU,AHY,F,Aceitillar,31-Jan-97,73,,17.4,Aceitillar
GABU,HY,F,Aceitillar,31-Jan-97,64,,16,Aceitillar
GABU,HY,F,Aceitillar,31-Jan-97,66.5,,20.4,Aceitillar
GABU,HY,F,Aceitillar,31-Jan-97,70,,18.7,Aceitillar
GABU,HY,F,Aceitillar,31-Jan-97,69,,17.4,Aceitillar
GABU,HY,F,Aceitillar,1-Feb-97,65.5,,17.5,Aceitillar
GABU,HY,F,Aceitillar,1-Feb-97,67,,17.9,Aceitillar
GABU,HY,F,Aceitillar,1-Feb-97,69.5,,18,Aceitillar
GABU,AHY,F,Aceitillar,2-Feb-97,69,,15.7,Aceitillar
GABU,HY,F,Aceitillar,2-Feb-97,70,20.1,18.3,Aceitillar
GABU,HY,F,Aceitillar,2-Feb-97,66.5,,17.1,Aceitillar
GABU,HY,F,Aceitillar,3-Feb-97,70,20.7,17.9,Aceitillar
GABU,AHY,F,Aceitillar,3-Feb-97,69,,18.5,Aceitillar
GABU,HY,F,Aceitillar,30697,69,23.6,18.6,Aceitillar
GABU,AHY,M,Aceitillar,111596,76,21.3,26.1,Aceitillar
GABU,AHY,M,Aceitillar,111996,74.5,24.1,23.5,Aceitillar
GABU,AHY,M,Aceitillar,112096,74,20.9,21.8,Aceitillar
GABU,AHY,M,Aceitillar,1/25/1996,74,24.2,22.2,Aceitillar
GABU,HY,M,Aceitillar,15-Jan-94,71.5,23.2,21.5,Aceitillar
GABU,AHY,M,Aceitillar,16-Jan-94,74.5,24.4,24.2,Aceitillar
GABU,AHY,M,Aceitillar,16-Jan-94,73,23.6,24.5,Aceitillar
GABU,AHY,M,Aceitillar,16-Jan-94,77,22.9,21.9,Aceitillar
GABU,AHY,M,Aceitillar,17-Jan-92,77,24.1,21.8,Aceitillar
GABU,AHY,M,Aceitillar,17-Jan-92,74,23.6,22.3,Aceitillar
GABU,HY,M,Aceitillar,21-Jan-94,72,23.6,18.8,Aceitillar
GABU,AHY,M,Aceitillar,21-Jan-94,77,23.3,22.4,Aceitillar
GABU,AHY,M,Aceitillar,30597,72.5,23.7,22.1,Aceitillar
GABU,AHY,M,Aceitillar,30597,77.5,24.1,23.1,Aceitillar
GABU,AHY,M,Aceitillar,30597,73.5,23.5,22.9,Aceitillar
GABU,AHY,M,Aceitillar,30597,72.5,22.6,22.9,Aceitillar
GABU,AHY,M,Aceitillar,30597,75,23.9,23.6,Aceitillar
GABU,AHY,M,Aceitillar,30597,71.5,24.4,23.7,Aceitillar
GABU,AHY,M,Aceitillar,30-Jan-97,70.5,,28.4,Aceitillar
GABU,AHY,M,Aceitillar,30697,69,20.1,20.5,Aceitillar
GABU,AHY,M,Aceitillar,30697,68,21.2,19.6,Aceitillar
GABU,AHY,M,Aceitillar,30697,74,22.5,22.9,Aceitillar
GABU,AHY,M,Aceitillar,30697,74,24.3,22.9,Aceitillar
GABU,AHY,M,Aceitillar,30797,74,24.5,23.4,Aceitillar
GABU,AHY,M,Aceitillar,30797,75.5,24,20.2,Aceitillar
GABU,AHY,M,Aceitillar,31097,75,24.2,23,Aceitillar
GABU,HY,M,Aceitillar,31097,75,24.7,21.2,Aceitillar
GABU,AHY,M,Aceitillar,31197,74.5,22.8,19.9,Aceitillar
GABU,AHY,M,Aceitillar,31297,73,22.2,20.4,Aceitillar
GABU,AHY,M,Aceitillar,31297,72,20.8,21.1,Aceitillar
GABU,AHY,M,Aceitillar,8-Nov-93,69,23.6,20.8,Aceitillar
GABU,AHY,M,Aceitillar,9-Nov-93,73.5,23.8,22.7,Aceitillar
GABU,AHY,M,Aceitillar,9-Nov-93,74,,25,Aceitillar
GABU,AHY,M,Aceitillar,9-Nov-93,71,24.4,21.1,Aceitillar
GABU,AHY,M,Aceitillar,10-Nov-93,74,23.3,23.1,Aceitillar
GABU,AHY,M,Aceitillar,10-Nov-93,71.5,23,19.3,Aceitillar
GABU,AHY,M,Aceitillar,10-Nov-93,74.5,23.6,20.7,Aceitillar
GABU,AHY,M,Aceitillar,10-Nov-93,74,24.6,24.1,Aceitillar
GABU,AHY,M,Aceitillar,11-Nov-93,73,,22.1,Aceitillar
GABU,AHY,M,Aceitillar,11997,75,21,23.5,Aceitillar
GABU,AHY,M,Aceitillar,12097,83.5,20.7,22,Aceitillar
GABU,AHY,M,Aceitillar,12097,73.5,19.4,22.2,Aceitillar
GABU,HY,M,Aceitillar,12197,69.5,22.4,18.2,Aceitillar
GABU,AHY,M,Aceitillar,12197,73.5,21.2,21.8,Aceitillar
GABU,AHY,M,Aceitillar,12497,70,20.2,20.1,Aceitillar
GABU,AHY,M,Aceitillar,12597,73,23.6,22,Aceitillar
GABU,AHY,M,Aceitillar,12597,68,20.8,17.5,Aceitillar
GABU,AHY,M,Aceitillar,12597,68,20.5,19.2,Aceitillar
GABU,AHY,M,Aceitillar,22-Jan-94,73,23.5,23.2,Aceitillar
GABU,AHY,M,Aceitillar,3-Mar-94,73,21.9,19.5,Aceitillar
GABU,AHY,M,Aceitillar,1/24/1996,73.5,21.7,21.1,Aceitillar
GABU,AHY,M,Aceitillar,3-Mar-94,74.5,22.7,20.9,Aceitillar
GABU,AHY,M,Aceitillar,3-Mar-94,74,24,21.3,Aceitillar
GABU,AHY,M,Aceitillar,3-Mar-94,75,21.6,20.5,Aceitillar
GABU,AHY,M,Aceitillar,7-Mar-94,74,23.6,22,Aceitillar
GABU,AHY,M,Aceitillar,8-Mar-94,74.5,24.3,22.5,Aceitillar
GABU,AHY,M,Aceitillar,8-Mar-94,76,24.4,22.6,Aceitillar
GABU,HY,M,Aceitillar,8-Mar-94,74,23.2,21.2,Aceitillar
GABU,AHY,M,Aceitillar,9-Mar-94,73,24.1,19.2,Aceitillar
GABU,AHY,M,Aceitillar,31-Jan-97,73,,19.3,Aceitillar
GABU,AHY,M,Aceitillar,1/16/1995,70,,21,Aceitillar
GABU,AHY,M,Aceitillar,1/16/1995,72,,21.1,Aceitillar
GABU,HY,M,Aceitillar,1/17/1995,73.5,,22,Aceitillar
GABU,AHY,M,Aceitillar,1-Feb-97,73.5,,22.5,Aceitillar
GABU,AHY,M,Aceitillar,1/17/1995,75.5,,21.7,Aceitillar
GABU,AHY,M,Aceitillar,1/18/1995,76,,22.3,Aceitillar
GABU,AHY,M,Aceitillar,1/27/1995,73.5,,23.2,Aceitillar
GABU,AHY,M,Aceitillar,1/27/1995,75,,20.5,Aceitillar
GABU,AHY,M,Aceitillar,1/28/1995,73.5,,19.3,Aceitillar
GABU,AHY,M,Aceitillar,31-Jan-97,73,,21.3,Aceitillar
GABU,AHY,M,Aceitillar,1/22/1996,72.5,23.3,22,Aceitillar
GABU,AHY,M,Aceitillar,1/28/1995,71,,22.4,Aceitillar
GABU,AHY,M,Aceitillar,1/28/1995,75.5,,22,Aceitillar
GABU,AHY,M,Aceitillar,1/29/1995,72,,21.1,Aceitillar
GABU,AHY,M,Aceitillar,1/23/1996,73,23.7,22.5,Aceitillar
GABU,HY,M,Aceitillar,1/23/1996,71,21.6,18.3,Aceitillar
GABU,HY,M,Aceitillar,1/23/1996,70,24.3,20.7,Aceitillar
GABU,AHY,M,Aceitillar,1/23/1996,77.5,24.3,22.6,Aceitillar
GABU,HY,M,Aceitillar,1/23/1996,73.5,24.8,23.6,Aceitillar
GABU,HY,M,Aceitillar,1/23/1996,69,24.3,21.4,Aceitillar
GABU,HY,M,Aceitillar,1/24/1996,70,23.5,20.5,Aceitillar
GABU,HY,M,Aceitillar,1/24/1996,72,24.8,21.8,Aceitillar
GABU,HY,M,Aceitillar,1/24/1996,72.5,23.7,23.4,Aceitillar
GABU,HY,M,Aceitillar,1/24/1996,71,23.4,19.8,Aceitillar
GABU,AHY,M,Aceitillar,1/24/1996,77,23.9,21.6,Aceitillar
GABU,AHY,M,Aceitillar,1/25/1996,74,22.7,21.2,Aceitillar
GABU,AHY,M,Aceitillar,1/25/1996,74.5,24.2,20.5,Aceitillar
GABU,HY,M,Aceitillar,1/26/1996,70,23.1/20.8,21.2,Aceitillar
GABU,HY,M,Aceitillar,1/26/1996,71.5,24.8/22.1,20.9,Aceitillar
GABU,HY,M,Aceitillar,31-Jan-97,70.5,,22.3,Aceitillar
GABU,HY,M,Aceitillar,31-Jan-97,70,,21.4,Aceitillar
GABU,AHY,M,Aceitillar,31-Jan-97,71.5,,22.3,Aceitillar
GABU,HY,M,Aceitillar,1-Feb-97,73.5,,19.8,Aceitillar
GABU,HY,M,Aceitillar,1-Feb-97,69.5,,20.9,Aceitillar
GABU,AHY,M,Aceitillar,3-Feb-97,75,,23,Aceitillar
GABU,AHY,M,Aceitillar,10-Nov-93,70,,18.8,Aceitillar
GABU,HY,,Aceitillar,8-Nov-93,64,21,19,Aceitillar
GABU,,,Aceitillar,111496,70.5,24.3,20.7,Aceitillar
GABU,,,Aceitillar,111496,73,22,21.4,Aceitillar
GABU,,,Aceitillar,111596,74,22,21.4,Aceitillar
GABU,AHY,,Aceitillar,111596,78.5,24.9,23.6,Aceitillar
GABU,AHY,,Aceitillar,111596,71,22.3,22.6,Aceitillar
GABU,AHY,,Aceitillar,111596,74,22.5,22.6,Aceitillar
GABU,AHY,,Aceitillar,111696,72.5,22,22.6,Aceitillar
GABU,HY,,Aceitillar,111696,66,20.9,19.6,Aceitillar
GABU,HY,,Aceitillar,111696,70,21.2,21.2,Aceitillar
GABU,HY,,Aceitillar,111696,66,21.4,18.4,Aceitillar
GABU,AHY,,Aceitillar,112096,74,24,22.1,Aceitillar
GABU,HY,,Aceitillar,112096,70,23,21.7,Aceitillar
GABU,AHY,,Aceitillar,112096,75,24.9,23.1,Aceitillar
GABU,HY,,Aceitillar,112096,62,20,18.7,Aceitillar
GABU,HY,,Aceitillar,112196,69.5,23.4,16.9,Aceitillar
GABU,HY,,Aceitillar,15-Jan-94,66,20.5,14.4,Aceitillar
GABU,HY,,Aceitillar,15-Jan-94,72,24,23,Aceitillar
GABU,HY,,Aceitillar,15-Jan-94,69,23.6,21.7,Aceitillar
GABU,HY,,Aceitillar,15-Jan-94,67,21.8,16.6,Aceitillar
GABU,HY,,Aceitillar,16-Jan-94,72,22.6,20.9,Aceitillar
GABU,HY,,Aceitillar,16-Jan-94,66,23,17.5,Aceitillar
GABU,HY,,Aceitillar,16-Jan-94,72,24,21,Aceitillar
GABU,HY,,Aceitillar,16-Jan-94,71,22.6,21.8,Aceitillar
GABU,HY,,Aceitillar,16-Jan-94,68.5,23.4,18.2,Aceitillar
GABU,HY,,Aceitillar,16-Jan-94,73,23.7,21.5,Aceitillar
GABU,HY,,Aceitillar,17-Jan-92,69.5,24.1,22.3,Aceitillar
GABU,HY,,Aceitillar,17-Jan-92,73,24.6,20.5,Aceitillar
GABU,HY,,Aceitillar,20-Jan-94,74,23.3,20.4,Aceitillar
GABU,HY,,Aceitillar,21-Jan-94,69.5,23.3,17.3,Aceitillar
GABU,HY,,Aceitillar,21-Jan-94,66.5,22.9,18,Aceitillar
GABU,HY,,Aceitillar,21-Jan-94,67,23.2,18.4,Aceitillar
GABU,HY,,Aceitillar,21-Jan-94,66,22.9,18.4,Aceitillar
GABU,HY,,Aceitillar,21-Jan-94,68.5,,18.9,Aceitillar
GABU,HY,,Aceitillar,30597,72.5,23.3,22.8,Aceitillar
GABU,HY,,Aceitillar,30597,67,22.9,20.1,Aceitillar
GABU,HY,,Aceitillar,30597,70.5,24.1,22,Aceitillar
GABU,HY,,Aceitillar,30597,68,22,18.4,Aceitillar
GABU,HY,,Aceitillar,30597,68,24.2,21.9,Aceitillar
GABU,HY,,Aceitillar,30697,74,24.7,23.7,Aceitillar
GABU,HY,,Aceitillar,30697,67.5,20.1,17.3,Aceitillar
GABU,HY,,Aceitillar,30697,71.5,23,20.8,Aceitillar
GABU,HY,,Aceitillar,30697,70.5,23.7,19.8,Aceitillar
GABU,HY,,Aceitillar,30697,69,22.9,20.3,Aceitillar
GABU,HY,,Aceitillar,30697,70.5,23.1,21.3,Aceitillar
GABU,HY,,Aceitillar,30697,74,23.4,23.5,Aceitillar
GABU,HY,,Aceitillar,30697,70,23.6,21.7,Aceitillar
GABU,HY,,Aceitillar,31197,67,22.5,19,Aceitillar
GABU,HY,,Aceitillar,31197,65.5,19.5,19.1,Aceitillar
GABU,HY,,Aceitillar,8-Nov-93,68,23.2,17.8,Aceitillar
GABU,HY,,Aceitillar,8-Nov-93,67,22.1,18,Aceitillar
GABU,HY,,Aceitillar,8-Nov-93,75,24.8,22.8,Aceitillar
GABU,HY,,Aceitillar,8-Nov-93,65.5,21.7,16.6,Aceitillar
GABU,AHY,,Aceitillar,9-Nov-93,75,25.1,22.7,Aceitillar
GABU,HY,,Aceitillar,9-Nov-93,64.5,21.9,15.8,Aceitillar
GABU,HY,,Aceitillar,10-Nov-93,71,24.4,20.9,Aceitillar
GABU,HY,,Aceitillar,10-Nov-93,71.5,63.5,19.4,Aceitillar
GABU,HY,,Aceitillar,10-Nov-93,65,,17.2,Aceitillar
GABU,HY,,Aceitillar,10-Nov-93,67,,21.9,Aceitillar
GABU,HY,,Aceitillar,11-Nov-93,65,21.6,18.1,Aceitillar
GABU,HY,,Aceitillar,11-Nov-93,65,22.5,9.3,Aceitillar
GABU,HY,,Aceitillar,12-Nov-93,68.5,22.2,16.7,Aceitillar
GABU,,,Aceitillar,11997,79,20.7,23.8,Aceitillar
GABU,HY,,Aceitillar,12097,72,21.2,22.9,Aceitillar
GABU,HY,,Aceitillar,12097,65,20.7,17.8,Aceitillar
GABU,HY,,Aceitillar,12097,70,21.9,19.9,Aceitillar
GABU,HY,,Aceitillar,12097,68,19.7,19.4,Aceitillar
GABU,HY,,Aceitillar,12097,70,20.9,20.5,Aceitillar
GABU,HY,,Aceitillar,12097,71.5,21.4,18.4,Aceitillar
GABU,HY,,Aceitillar,12097,73.5,22.7,23.8,Aceitillar
GABU,HY,,Aceitillar,12097,64.5,20.2,17.6,Aceitillar
GABU,AHY,,Aceitillar,12097,73.5,20.8,22.4,Aceitillar
GABU,HY,,Aceitillar,12097,65.5,22.5,17.2,Aceitillar
GABU,HY,,Aceitillar,12097,65.5,22.8,18.1,Aceitillar
GABU,HY,,Aceitillar,12097,69,20.8,22.5,Aceitillar
GABU,HY,,Aceitillar,12097,65,22.8,19,Aceitillar
GABU,HY,,Aceitillar,12097,66,20.1,18.8,Aceitillar
GABU,HY,,Aceitillar,12097,67.5,23.3,19.6,Aceitillar
GABU,AHY,,Aceitillar,12097,67,21.4,17.9,Aceitillar
GABU,HY,,Aceitillar,12097,67.5,22.8,18.8,Aceitillar
GABU,HY,,Aceitillar,12197,70.5,20.4,21.9,Aceitillar
GABU,AHY,,Aceitillar,12197,71.5,20.7,22.4,Aceitillar
GABU,HY,,Aceitillar,12197,67,19.8,18.8,Aceitillar
GABU,HY,,Aceitillar,12197,71,24.6,21.2,Aceitillar
GABU,HY,,Aceitillar,12197,70,23.7,21.8,Aceitillar
GABU,HY,,Aceitillar,12197,69,21.9,21.1,Aceitillar
GABU,HY,,Aceitillar,12497,73,23.4,20.4,Aceitillar
GABU,HY,,Aceitillar,12597,72,21.5,22.6,Aceitillar
GABU,HY,,Aceitillar,12597,73,23.6,22.3,Aceitillar
GABU,HY,,Aceitillar,12597,65.5,23,20.1,Aceitillar
GABU,HY,,Aceitillar,12597,70,23.8,20.7,Aceitillar
