# Mencia pasture succession bird captures 2003-2004 Dominican Republic,,,,,,,,,,,,
"# Original file received from Steve Latta via email 12/2017 ""2003-04 All Captures.xls""",,,,,,,,,,,,
"# See additional file ""All Mencia B.xls"" for information on site persistance ",,,,,,,,,,,,
# Files processed by Nathan Brouwer in R for re-submission of manuscript 1/15/2018,,,,,,,,,,,,
# Note that this is the only year w/morphometric data,,,,,,,,,,,,
BAND PRE,BAND SUF,COLORS,SPECIES,AGE,SEX,SITE,DATE,WING,TARSUS,MASS,FAT,PEC
2250,78531,X-,YFGR,HY,F,La Cueva,9-Nov-03,46.5,15.8,9.1,,
2250,78532,X-,YFGR,AHY,M,La Cueva,9-Nov-03,50.5,15.2,8.7,,
2250,78538,X-,YFGR,HY,M,La Cueva,9-Nov-03,46,15.6,9.1,,
2250,78538,X-,YFGR,HY,M,La Cueva,10-Nov-03,,,,,
2250,78539,X-,YFGR,AHY,F,La Cueva,9-Nov-03,48,16,8.2,,
2250,78540,X-,YFGR,AHY,M,La Cueva,9-Nov-03,52,16.7,9.3,,
2250,78541,X-,YFGR,AHY,F,La Cueva,9-Nov-03,47.5,15.7,8.9,,
2250,78542,X-,YFGR,HY,M,La Cueva,9-Nov-03,46.5,16.3,9.1,,
2250,78544,X-,YFGR,HY,M,La Cueva,9-Nov-03,48,16.5,8.6,,
2250,78545,X-,YFGR,HY,F,La Cueva,9-Nov-03,50.5,17.2,9.5,,
2250,78547,X-,YFGR,HY,F,La Cueva,9-Nov-03,48,15.8,8.2,,
2250,78548,X-,YFGR,AHY,M,La Cueva,9-Nov-03,48.5,16.5,9.1,,
2250,78549,X-,YFGR,AHY,F,La Cueva,9-Nov-03,48,15.4,,,
2250,78549,X-,YFGR,AHY,F,La Cueva,5-Jan-04,48,15.5,7.7,,
2250,78550,X-,YFGR,AHY,M,La Cueva,9-Nov-03,49.5,16.2,8.5,,
2250,78551,X-,YFGR,HY,M,La Cueva,9-Nov-03,,,,,
2250,78552,X-,YFGR,HY,M,La Cueva,9-Nov-03,,,,,
2250,78554,X-,YFGR,HY,M,La Cueva,10-Nov-03,49,15.7,9,,
2250,78555,X-,YFGR,AHY,M,La Cueva,10-Nov-03,50.5,16.7,9.7,,
2250,78556,X-,YFGR,HY,M,La Cueva,10-Nov-03,48,15.8,8.6,,
2250,78599,X-,YFGR,,,La Cueva,10-Nov-03,,,,,
2250,78630,X-,YFGR,HY,M,La Cueva,18-Feb-04,49,16.1,8.5,,
2250,78664,X-,YFGR,HY,M,La Cueva,3-Jan-04,51,16.4,9.5,,
2250,78664,X-,YFGR,,,La Cueva,4-Jan-04,,,,,
,,,,,,,,,,,,
2240,21532,WX-BR,AMRE,HY,F,Morelia,21-Nov-03,60,16.3,7.2,0,0
2240,21532,WX-BR,AMRE,HY,F,Morelia,9-Jan-04,60.5,16.4,6.8,0,0
2240,21532,WX-BR,AMRE,HY,F,Morelia,24-Feb-04,60,16.4,6.6,0,0
2240,21534,BR-RX,AMRE,HY,F,Morelia,21-Nov-03,60,17.3,8,0,1
2240,21535,XY-BW,AMRE,HY,F,Morelia,22-Nov-03,59,17.3,6.1,0,0
2240,21536,BW-XY,AMRE,HY,F,Morelia,22-Nov-03,57,16.6,7.2,0,1
2240,21540,XY-BY,AMRE,HY,F,Morelia,23-Nov-03,58,17.9,7,0,0
2240,21553,YB-XB,AMRE,HY,F,Morelia,8-Jan-04,58,16.9,7.1,0,0
2240,21563,XY-RY,AMRE,AHY,F,Morelia,24-Feb-04,60,16.1,7,0,0
2240,21564,XY-RR,AMRE,AHY,F,Morelia,24-Feb-04,60,17.3,7.6,1,0
2280,33209,X-,BANA,HY,,Morelia,8-Jan-04,49,15.9,8.2,,
2280,33219,X-,BANA,HY,,Morelia,8-Jan-04,54.5,16.2,6.9,,
2280,33283,X-,BANA,HY,,Morelia,23-Feb-04,49.5,14.3,6.7,,
2280,33285,X-,BANA,HY,,Morelia,24-Feb-04,52.5,15.3,8.8,,
2250,78638,X-,BANA,AHY,,Morelia,21-Nov-03,54,15.9,8.5,,
2250,78654,X-,BANA,HY,,Morelia,22-Nov-03,53.5,15.7,7.7,,
2250,78639,X-Y,BAWW,HY,F,Morelia,21-Nov-03,69,16.8,10.6,1,1
2250,78661,X-W,BAWW,AHY,F,Morelia,23-Nov-03,64,16.7,8.9,0,1
4A,224,BY-WX,BCPT,HY,,Morelia,22-Nov-03,83.5,24.1,27.6,,
4A,225,BY-XR,BCPT,AHY,,Morelia,22-Nov-03,88.5,23.5,24.9,,
4A,226,BY-XY,BCPT,HY,,Morelia,22-Nov-03,85.5,23.1,28,,
4A,227,BY-XW,BCPT,AHY,,Morelia,22-Nov-03,86.5,23.4,25.4,,
4A,228,BX-WR,BCPT,HY,,Morelia,22-Nov-03,76.5,23.8,,,
4A,229,BW-RX,BCPT,HY,,Morelia,22-Nov-03,84,24.4,27.9,,
4A,230,YB-XR,BCPT,AHY,,Morelia,22-Nov-03,88,23.8,27.7,,
4A,230,YB-XR,BCPT,AHY,,Morelia,25-Feb-04,91.5,23.8,26.7,,
4A,231,BR-XR,BCPT,AHY,,Morelia,23-Nov-03,83.5,23.1,26.6,,
4A,238,XB-BR,BCPT,AHY,,Morelia,8-Jan-04,90.5,24.3,28.3,,
4A,239,BW-XR,BCPT,AHY,,Morelia,9-Jan-04,84,22.6,28.9,,
4A,240,YX-YY,BCPT,AHY,,Morelia,9-Jan-04,86,22.7,26.8,,
4A,240,YX-YY,BCPT,AHY,,Morelia,10-Jan-04,,,,,
4A,240,YX-YY,BCPT,AHY,,Morelia,24-Feb-04,87.5,22.9,35.1,,
4A,252,XY-RR,BCPT,HY,,Morelia,24-Feb-04,86,23.5,26.7,,
4A,254,XR-YY,BCPT,HY,,Morelia,24-Feb-04,78.5,22.5,,,
4A,255,RB-XY,BCPT,AHY,,Morelia,25-Feb-04,89.5,23.2,25.2,,
2240,21539,X-,BFGR,HY,M,Morelia,23-Nov-03,53,15.9,13.2,,
2240,21560,X-,BFGR,HY,,Morelia,25-Feb-04,,,,,
2280,33203,YY-XB,BTBW,AHY,M,Morelia,7-Jan-04,65.5,18.8,9.7,1,2
2280,33207,YR-XY,BTBW,HY,M,Morelia,8-Jan-04,61.5,18.4,8.9,0,0
2280,33212,RW-XB,BTBW,AHY,M,Morelia,8-Jan-04,62.5,19.4,9,0,0
2280,33212,RW-XB,BTBW,AHY,M,Morelia,9-Jan-04,,,,,
2280,33212,RW-XB,BTBW,AHY,M,Morelia,25-Feb-04,62.5,19.4,9.6,0,0
2280,33281,XR-YY,BTBW,HY,F,Morelia,23-Feb-04,61.5,19,9.6,1,1
2280,33284,RX-RY,BTBW,HY,F,Morelia,24-Feb-04,61,18.7,8.7,1,1
2250,78640,YX-BR,BTBW,AHY,M,Morelia,21-Nov-03,65.5,19,9.7,1,0
2250,78640,YX-BR,BTBW,AHY,M,Morelia,8-Jan-04,65.5,19.3,8.3,0,0
2250,78640,YX-BR,BTBW,AHY,M,Morelia,24-Feb-04,65.5,19.4,8.8,0,0
2250,78641,RX-BR,BTBW,AHY,M,Morelia,21-Nov-03,62.5,17.5,9.4,0,0
2250,78641,RX-BR,BTBW,AHY,M,Morelia,22-Nov-03,,,,,
2250,78642,WX-BR,BTBW,HY,F,Morelia,21-Nov-03,62.5,19.3,9.4,0,1
2280,33205,XB-YR,CMWA,AHY,M,Morelia,7-Jan-04,66,18.2,9.2,1,2
2280,33206,WY-YX,CMWA,HY,F,Morelia,8-Jan-04,64.5,17.8,8.7,0,1
2280,33208,YX-YY,CMWA,HY,F,Morelia,8-Jan-04,63.5,18.1,9,0,0
2280,33214,RY-XY,CMWA,AHY,M,Morelia,8-Jan-04,68.5,18.5,9.8,3,1
2280,33215,WY-XY,CMWA,HY,F,Morelia,8-Jan-04,62.5,18.8,8.2,1,0
2280,33216,WX-WY,CMWA,HY,F,Morelia,8-Jan-04,65,18.2,8.7,1,0
2280,33217,XW-RY,CMWA,HY,F,Morelia,8-Jan-04,64.5,18.5,9.2,1,2
2280,33218,XB-WW,CMWA,HY,M,Morelia,8-Jan-04,66,18.3,8.6,0,1
2280,33221,YX-BY,CMWA,AHY,M,Morelia,9-Jan-04,64.5,18.3,9.5,0,1
2280,33280,RB-XY,CMWA,HY,F,Morelia,23-Feb-04,63,18.4,9.8,3,2
2280,33286,XR-YY,CMWA,HY,M,Morelia,24-Feb-04,65,18.4,9.4,,
2250,78643,BY-XW,CMWA,HY,,Morelia,21-Nov-03,66,17.6,10.3,2,2
2250,78648,BY-WX,CMWA,HY,,Morelia,21-Nov-03,68,17.4,8.4,0,0
2250,78651,XR-BW,CMWA,HY,,Morelia,22-Nov-03,67.5,18.1,9.8,1,0
2250,78655,BX-RW,CMWA,AHY,F,Morelia,22-Nov-03,63,17.9,10.1,2,2
2250,78659,RB-XR,CMWA,AHY,M,Morelia,23-Nov-03,67.5,18.3,9.6,0,1
2250,78660,BR-WX,CMWA,HY,F,Morelia,23-Nov-03,63.5,19.1,9.5,0,0
2250,78662,BY-YX,CMWA,AHY,F,Morelia,23-Nov-03,64.5,17.1,8.5,0,0
2250,78663,RB-WX,CMWA,AHY,F,Morelia,23-Nov-03,64.5,18.8,8.8,0,1
2250,78663,RB-WX,CMWA,AHY,F,Morelia,8-Jan-04,65,18.9,9.5,3,3
2280,33204,RB-XY,COYE,HY,F,Morelia,7-Jan-04,50,20.1,8.2,2,0
2280,33213,YB-XY,COYE,HY,F,Morelia,8-Jan-04,53,19.8,8.9,0,0
2250,78645,RX-BY,COYE,AHY,M,Morelia,21-Nov-03,55.5,21.4,9.1,0,0
2250,78649,XR-BR,COYE,HY,F,Morelia,22-Nov-03,54.5,20.8,9.1,0,1
2250,78650,BR-RX,COYE,HY,F,Morelia,22-Nov-03,52,19.8,9.3,0,0
2250,78657,XR-BW,COYE,HY,F,Morelia,22-Nov-03,50,20.4,,0,0
2250,78658,BY-RX,COYE,HY,F,Morelia,22-Nov-03,51,20.4,8.2,0,1
2250,78658,BY-RX,COYE,HY,F,Morelia,23-Feb-04,52,20.5,9.5,2,1
2250,78658,BY-RX,COYE,HY,F,Morelia,24-Feb-04,52,20.4,8.8,1,0
1791,50615,X-,GABU,HY,M,Morelia,7-Jan-04,73.5,21.8,21.1,,
1791,50633,X-,GABU,HY,F,Morelia,21-Nov-03,70,21.2,20,,
1791,50634,X-,GABU,AHY,M,Morelia,21-Nov-03,75,21.4,20.6,,
1791,50634,X-,GABU,AHY,M,Morelia,8-Jan-04,76.5,21.7,21.2,,
1791,50636,X-,GABU,AHY,F,Morelia,21-Nov-03,66.5,19.8,18.9,,
1791,50637,X-,GABU,HY,F,Morelia,21-Nov-03,69,20.8,18.7,,
1791,50638,X-,GABU,AHY,F,Morelia,22-Nov-03,70,20.7,18,,
1791,50639,X-,GABU,AHY,M,Morelia,22-Nov-03,72.5,22.1,24.3,,
1791,50639,X-,GABU,AHY,M,Morelia,25-Feb-04,72.5,22.1,24.5,,
1791,50640,X-,GABU,HY,M,Morelia,22-Nov-03,74,20.8,22.6,,
1791,50640,X-,GABU,HY,M,Morelia,9-Jan-04,74,20.8,22.9,,
1791,50640,X-,GABU,HY,M,Morelia,24-Feb-04,74,20.8,22.6,,
1791,50642,X-,GABU,HY,M,Morelia,22-Nov-03,65.5,20.2,18.8,,
1791,50642,X-,GABU,HY,M,Morelia,8-Jan-04,65.5,20.8,19.1,,
1791,50644,X-,GABU,HY,F,Morelia,22-Nov-03,65,20.7,18.7,,
1791,50646,X-,GABU,HY,M,Morelia,23-Nov-03,71,21.1,20.5,,
1791,50661,X-,GABU,AHY,F,Morelia,8-Jan-04,73,23.4,23.5,,
1791,50661,X-,GABU,AHY,F,Morelia,23-Feb-04,69.5,21.7,20.3,,
1791,50662,X-,GABU,HY,F,Morelia,8-Jan-04,67.5,20.5,18.6,,
1791,50663,X-,GABU,HY,M,Morelia,8-Jan-04,72,22.1,24.3,,
1791,50665,X-,GABU,AHY,F,Morelia,9-Jan-04,69.5,21.7,20.1,,
1791,50666,X-,GABU,AHY,M,Morelia,9-Jan-04,76,22.7,21.9,,
1791,50683,X-,GABU,HY,F,Morelia,23-Feb-04,67,20.1,,,
1791,50684,X-,GABU,AHY,M,Morelia,24-Feb-04,72,21.9,23.5,,
1791,50689,X-,GABU,HY,F,Morelia,25-Feb-04,69.5,21,22.1,,
1791,50690,X-,GABU,AHY,F,Morelia,25-Feb-04,74,20.4,20.2,,
1791,50691,X-,GABU,AHY,M,Morelia,25-Feb-04,77,21.4,22.3,,
1781,50312,X-,GRAK,AHY,,Morelia,22-Nov-03,115,19.5,43,,
1781,50317,X-,GRAK,AHY,,Morelia,8-Jan-04,99.5,18.5,37.1,,
3A,213,BY-WX,GRWA,AHY,,Morelia,23-Nov-03,64.5,21.4,13.1,,
3A,227,XR-YY,GRWA,AHY,,Morelia,24-Feb-04,61,20.9,11,,
1791,50686,XR-RY,HISP,HY,,Morelia,24-Feb-04,80,20.3,22.6,,
1791,50687,XY-RY,HISP,HY,,Morelia,24-Feb-04,78,20,23.5,,
8A,6,X-,HLCU,,,Morelia,21-Nov-03,,,,,
8A,13,X-,HLCU,AHY,,Morelia,21-Nov-03,133,35.4,79.8,,
8A,14,X-,HLCU,AHY,,Morelia,21-Nov-03,141.5,37.1,100.4,,
8A,15,X-,HLCU,AHY,,Morelia,22-Nov-03,139.5,37.5,79.8,,
8A,18,X-,HLCU,AHY,,Morelia,8-Jan-04,128.5,35.7,73.5,,
1202,29604,X-,MACU,AHY,,Morelia,22-Nov-03,125,27.2,56.5,,
1781,50308,X-,NOMO,AHY,,Morelia,21-Nov-03,100.5,31,45.4,,
1781,50309,X-,NOMO,AHY,,Morelia,21-Nov-03,108,31,45.2,,
1781,50310,X-,NOMO,AHY,,Morelia,21-Nov-03,106,30,36.5,,
1781,50311,X-,NOMO,AHY,,Morelia,21-Nov-03,100,31.6,38.5,,
1781,50313,X-,NOMO,AHY,,Morelia,22-Nov-03,101,30.4,31.8,,
1781,50316,X-,NOMO,AHY,,Morelia,7-Jan-04,90.5,31.6,38.8,,
1781,50325,X-,NOMO,AHY,,Morelia,25-Feb-04,95.5,31.4,37.7,,
1771,12113,X-,OVEN,HY,F,Morelia,21-Nov-03,69,21.5,17.2,0,0
1771,12113,X-,OVEN,HY,,Morelia,23-Feb-04,69,21.6,19.7,1,1
1771,12113,X-,OVEN,HY,,Morelia,25-Feb-04,,,,,
1771,12114,X-,OVEN,AHY,,Morelia,21-Nov-03,73,22.4,18.1,0,1
1771,12114,X-,OVEN,AHY,,Morelia,7-Jan-04,75.5,23.4,17.8,1,0
1771,12115,X-,OVEN,HY,,Morelia,22-Nov-03,72.5,21.7,17.6,0,2
1771,12116,X-,OVEN,HY,,Morelia,22-Nov-03,72.5,22.9,17.6,0,1
1771,12116,X-,OVEN,HY,,Morelia,24-Feb-04,72.5,23.3,18.9,1,1
1771,12117,X-,OVEN,HY,,Morelia,22-Nov-03,72,21.1,17.4,0,2
1771,12118,X-,OVEN,AHY,,Morelia,22-Nov-03,72.5,21,17.6,0,1
1771,12119,X-,OVEN,HY,,Morelia,22-Nov-03,71,22.4,16.7,0,1
1771,12120,X-,OVEN,HY,,Morelia,22-Nov-03,73,21.2,16.9,1,0
1771,12121,X-,OVEN,HY,,Morelia,22-Nov-03,70.5,21.4,16.9,0,1
1771,12121,X-,OVEN,HY,,Morelia,24-Feb-04,71.5,21.4,16.9,0,1
1771,12122,X-,OVEN,HY,,Morelia,22-Nov-03,72,22.3,17.5,0,1
1771,12122,X-,OVEN,HY,,Morelia,25-Feb-04,72.5,22.4,16.7,0,0
1771,12123,X-,OVEN,AHY,,Morelia,22-Nov-03,75.5,20.5,19.1,0,0
1771,12123,X-,OVEN,AHY,,Morelia,7-Jan-04,77,20.8,19.4,1,0
1771,12123,X-,OVEN,AHY,,Morelia,23-Feb-04,75.5,20.6,17.5,0,0
1771,12124,X-,OVEN,HY,,Morelia,22-Nov-03,72,22.1,18.8,1,1
1771,12124,X-,OVEN,HY,,Morelia,8-Jan-04,74.5,22.2,18.9,0,1
1771,12125,X-,OVEN,AHY,F,Morelia,22-Nov-03,67.5,21.4,18,3,2
1771,12125,X-,OVEN,AHY,,Morelia,9-Jan-04,68,21.8,16.7,0,1
1771,12126,X-,OVEN,HY,F,Morelia,22-Nov-03,68,22.2,16.8,0,0
1771,12127,X-,OVEN,HY,F,Morelia,22-Nov-03,69.5,22.9,20.4,,
1771,12128,X-,OVEN,HY,,Morelia,22-Nov-03,73,22.7,19,0,0
1771,12128,X-,OVEN,HY,,Morelia,25-Feb-04,74.5,23,19.7,0,0
1771,12129,X-,OVEN,AHY,,Morelia,22-Nov-03,73.5,22.4,19.2,0,1
1771,12130,X-,OVEN,AHY,,Morelia,23-Nov-03,77,23.2,20.9,0,0
1771,12130,X-,OVEN,AHY,,Morelia,8-Jan-04,78.5,23.3,20.6,1,0
1771,12131,X-,OVEN,AHY,,Morelia,23-Nov-03,72.5,21.8,17.3,1,1
1771,12135,X-,OVEN,AHY,,Morelia,8-Jan-04,74.5,21.7,18.6,0,2
1771,12135,X-,OVEN,AHY,,Morelia,24-Feb-04,75,21.7,19.1,0,1
1771,12136,X-,OVEN,AHY,,Morelia,8-Jan-04,78,22.7,18.9,0,3
1771,12137,X-,OVEN,AHY,,Morelia,8-Jan-04,74.5,22.3,18.4,1,1
1771,12138,X-,OVEN,AHY,,Morelia,9-Jan-04,74,22.1,17.1,0,2
1771,12150,RX-YY,OVEN,HY,,Morelia,24-Feb-04,73,21.5,19.2,2,1
1771,12151,XY-RY,OVEN,AHY,,Morelia,24-Feb-04,73,21.6,18.3,1,0
1771,12152,XR-YY,OVEN,AHY,,Morelia,25-Feb-04,81.5,22.7,19.2,0,0
4A,251,X-,PALM,AHY,,Morelia,23-Feb-04,83,21,40.3,,
4A,253,X-,PALM,AHY,,Morelia,24-Feb-04,81.5,21.8,39.5,,
2280,33282,BR-YX,PAWA,AHY,,Morelia,23-Feb-04,60,18.5,9.3,1,1
2250,78656,RB-WX,PAWA,AHY,,Morelia,22-Nov-03,63,20.1,10.4,0,0
2240,21533,XR-BY,PRAW,HY,F,Morelia,21-Nov-03,53,18.1,7.1,1,2
2240,21537,BW-WX,PRAW,AHY,M,Morelia,22-Nov-03,56,17.8,7.5,1,1
2240,21538,BY-WX,PRAW,HY,F,Morelia,23-Nov-03,50.5,17.2,6,0,0
2240,21541,BX-RY,PRAW,HY,F,Morelia,23-Nov-03,53,17.6,6.2,0,1
1202,29608,X-,RLTH,AHY,,Morelia,25-Feb-04,126,39.5,74.4,,
6A,7,X-,RUQD,AHY,,Morelia,23-Nov-03,136.5,29.5,119.1,,
1791,50635,BW-XY,STOF,,,Morelia,21-Nov-03,82,20.4,17.8,,
1791,50641,WX-BW,STOF,,,Morelia,22-Nov-03,85,20.6,19.8,,
1791,50643,RX-BR,STOF,,,Morelia,22-Nov-03,84,20,20.2,,
1791,50643,RX-BR,STOF,,,Morelia,24-Feb-04,84.5,20.3,19.7,,
1791,50645,BY-YX,STOF,,,Morelia,23-Nov-03,76.5,21,17.9,,
1791,50660,RY-XB,STOF,,,Morelia,7-Jan-04,78.5,21.8,19.1,,
1791,50664,RB-YX,STOF,,,Morelia,8-Jan-04,85.5,21.1,21.3,,
1791,50685,YX-YY,STOF,,,Morelia,24-Feb-04,80.5,21.2,19.2,,
1791,50688,XR-RR,STOF,,,Morelia,24-Feb-04,77,20.4,19.1,,
2280,33210,X-,YFGR,HY,,Morelia,8-Jan-04,47.5,15.5,7.6,,
2280,33211,X-,YFGR,HY,F,Morelia,8-Jan-04,48.5,16.1,7.8,,
2280,33220,X-,YFGR,HY,F,Morelia,8-Jan-04,47,15.8,7.7,,
2250,78644,X-,YFGR,AHY,M,Morelia,21-Nov-03,49,16.4,9.1,,
2250,78646,X-,YFGR,AHY,M,Morelia,21-Nov-03,50,15.6,8,,
2250,78647,X-,YFGR,AHY,M,Morelia,21-Nov-03,49,15.6,,,
2250,78652,X-,YFGR,HY,M,Morelia,22-Nov-03,47.5,15.3,9.5,,
2250,78653,X-,YFGR,HY,F,Morelia,22-Nov-03,47,16.7,8.2,,
